=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-2-10_22-41-7
====================================================================================
22:41:7 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
22:41:7 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
22:41:7 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
22:41:7 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
22:41:7 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
22:41:7 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
22:41:7 | [PermissionManager] Adding Super Admin (76561198413928129)
22:41:7 | [PermissionManager] Loaded UserGroups.json
22:41:7 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
22:41:7 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
22:41:7 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
22:41:7 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
22:41:7 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
22:41:7 | Building Sets Loaded: 0
22:41:7 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
22:41:7 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
22:44:22 | Player "Penguin" (steamId=76561198413928129) connected to server!
22:44:43 | "Penguin" (steamid=76561198413928129) gave godmode to (steamid=76561198413928129)
22:44:48 | "Penguin" (steamid=76561198413928129) gave unlimited ammo to (steamid=76561198413928129)
22:44:57 | "76561198413928129" (steamid=76561198413928129) teleported to (pos=<3939.850098, 238.160004, 10312.299805>)
22:44:57 | "Penguin": (steamid=76561198413928129) teleported to (pos=3939.85,0,10312.3)
22:45:21 | "Penguin" (steamid=76561198413928129) gave godmode to (steamid=76561198413928129)
22:45:23 | "Penguin" (steamid=76561198413928129) gave godmode to (steamid=76561198413928129)
22:45:24 | "Penguin" (steamid=76561198413928129) healed player (steamid=76561198413928129)
22:46:16 | "Penguin" (steamid=76561198413928129) Spawned Item: (Ammo_40mm_Explosive)
22:46:16 | "Penguin" (steamid=76561198413928129) Spawned Item: (Ammo_40mm_Explosive)
22:46:16 | "Penguin" (steamid=76561198413928129) Spawned Item: (Ammo_40mm_Explosive)
22:46:16 | "Penguin" (steamid=76561198413928129) Spawned Item: (Ammo_40mm_Explosive)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3828.774170, 242.390167, 10317.540039>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.158447, 242.979782, 10318.625977>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.156250, 243.062439, 10318.626953>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.153076, 243.138855, 10318.627930>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.149658, 243.209641, 10318.627930>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.147217, 243.277771, 10318.628906>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.144043, 243.343964, 10318.628906>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.223145, 244.455658, 10318.717773>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.207764, 244.768860, 10318.750977>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.141357, 244.902786, 10318.861328>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.125244, 244.933182, 10318.887695>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.121826, 244.922470, 10318.892578>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.101807, 245.025665, 10318.927734>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.077148, 245.229645, 10318.972656>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.051270, 245.441910, 10319.020508>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.026367, 245.642700, 10319.065430>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3824.003662, 245.816772, 10319.107422>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3823.975098, 245.983673, 10319.157227>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3823.952393, 246.118851, 10319.197266>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3823.706299, 246.261749, 10319.294922>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3823.292969, 246.255936, 10319.406250>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3815.846436, 243.305374, 10320.792969>)
22:46:24 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3823.749756, 245.759705, 10319.511719>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3823.713379, 246.021744, 10319.577148>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3815.810303, 242.838226, 10320.988281>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3815.884766, 243.539276, 10320.996094>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3815.919678, 243.898682, 10321.104492>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3815.900146, 243.731125, 10321.157227>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3815.886719, 243.610229, 10321.181641>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3815.942139, 244.148987, 10320.897461>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3815.950195, 244.330994, 10320.801758>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3815.572021, 244.984024, 10321.420898>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3810.911133, 242.919998, 10322.388672>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3810.899658, 242.919327, 10322.453125>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3810.825684, 242.918549, 10322.510742>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3810.694580, 242.917389, 10322.586914>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3810.845947, 242.917664, 10322.609375>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3811.182373, 242.918396, 10322.645508>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3811.747803, 242.919174, 10322.752930>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3812.202148, 242.919571, 10322.864258>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3814.417969, 245.191940, 10322.274414>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3808.132324, 242.896103, 10323.948242>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3807.988037, 242.895172, 10323.997070>)
22:46:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3807.954590, 242.894745, 10324.031250>)
22:46:26 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3801.527100, 242.336838, 10328.433594>)
22:46:26 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3796.590088, 241.683807, 10331.916992>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3796.440918, 241.661804, 10332.013672>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3796.304932, 241.641617, 10332.100586>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3796.175537, 241.622787, 10332.181641>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3796.047852, 241.593826, 10332.325195>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3795.918213, 241.553848, 10332.536133>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3793.676514, 241.150192, 10334.421875>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3793.019531, 240.996368, 10335.249023>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3792.691650, 240.889999, 10335.842773>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3792.753174, 240.835876, 10336.184570>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3787.955078, 239.789749, 10341.967773>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3783.891602, 238.821655, 10347.176758>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3783.809082, 238.803650, 10347.271484>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3783.734375, 238.787338, 10347.358398>)
22:46:27 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3783.655029, 238.770035, 10347.451172>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3781.770264, 238.313019, 10349.971680>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3781.139404, 238.169891, 10350.819336>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3780.764404, 238.084641, 10351.290039>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3780.657471, 238.060379, 10351.424805>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3780.588135, 238.045105, 10351.508789>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3780.512939, 238.028717, 10351.596680>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3780.440430, 238.013184, 10351.680664>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3780.364746, 237.996872, 10351.769531>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3777.879883, 237.408005, 10355.085938>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3777.612549, 237.344650, 10355.442383>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3777.532471, 237.326996, 10355.540039>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3777.467529, 237.313004, 10355.615234>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3777.305176, 237.277725, 10355.805664>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3777.309326, 237.278320, 10355.802734>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3776.897461, 237.181152, 10356.350586>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3776.492920, 237.086243, 10356.890625>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3776.021973, 236.976379, 10357.513672>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3775.604736, 236.879120, 10358.064453>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3775.236816, 236.793518, 10358.548828>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3774.920410, 236.720276, 10358.961914>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3774.530518, 236.629654, 10359.473633>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3774.246338, 236.563721, 10359.847656>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3773.711426, 236.438858, 10360.555664>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3773.359863, 236.356796, 10361.020508>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3772.650635, 236.191742, 10361.955078>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3772.231445, 236.094162, 10362.507813>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3771.967773, 236.032166, 10362.850586>)
22:46:28 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3771.789551, 235.990967, 10363.077148>)
22:47:4 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3728.382813, 230.708099, 10406.688477>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3736.641357, 230.698502, 10407.251953>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3736.791748, 230.699219, 10407.266602>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3736.926025, 230.699905, 10407.278320>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3737.055908, 230.700500, 10407.291992>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3737.181885, 230.701126, 10407.303711>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3741.251953, 230.699036, 10407.561523>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3742.915283, 230.696442, 10407.666016>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3743.597900, 230.694366, 10407.721680>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3743.912842, 230.691330, 10407.760742>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3747.187744, 230.646606, 10407.918945>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3748.123291, 230.633850, 10407.964844>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3750.564209, 230.587585, 10408.144531>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3751.083740, 230.585709, 10408.182617>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3751.251465, 230.585114, 10408.195313>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3751.368408, 230.584641, 10408.207031>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3756.998291, 230.543976, 10408.517578>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3757.554443, 230.554230, 10408.545898>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3758.305664, 230.567383, 10408.603516>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3758.345215, 230.568024, 10408.605469>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3758.419434, 230.569305, 10408.613281>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3758.518311, 230.570862, 10408.623047>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3759.369629, 230.586121, 10408.677734>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3760.066406, 230.598785, 10408.712891>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3760.882568, 230.604065, 10408.757813>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3761.685547, 230.609360, 10408.800781>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3762.464355, 230.614349, 10408.844727>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3763.120361, 230.636505, 10408.878906>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3764.213867, 230.675430, 10408.935547>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3765.090088, 230.706528, 10408.980469>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3765.793213, 230.731461, 10409.017578>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3766.335205, 230.751205, 10409.047852>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3768.261719, 230.827454, 10409.061523>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3769.557617, 230.884689, 10408.987305>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3770.329590, 230.930038, 10408.744141>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3770.771729, 230.966705, 10408.407227>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3771.593262, 231.016022, 10408.129883>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3771.867188, 231.054886, 10407.625000>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3771.911377, 231.080750, 10407.183594>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3771.837891, 231.099762, 10406.777344>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3774.048584, 231.217682, 10406.299805>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3774.612793, 231.279251, 10405.723633>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3775.895752, 231.399551, 10404.876953>)
22:47:5 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3776.154541, 231.445663, 10404.394531>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3776.321533, 231.467072, 10404.207031>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3776.444092, 231.481522, 10404.086914>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3777.981201, 231.633972, 10403.026367>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3778.233887, 231.670700, 10402.678711>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3780.071045, 231.881165, 10400.991211>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3780.327881, 231.918030, 10400.643555>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3780.435303, 231.929871, 10400.551758>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3780.532715, 231.940948, 10400.462891>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3780.897705, 231.979019, 10400.183594>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3781.061768, 231.998535, 10400.022461>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3781.672852, 232.076492, 10399.628906>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3782.128174, 232.158112, 10399.129883>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3782.606689, 232.237671, 10398.666992>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3783.048340, 232.309723, 10398.253906>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3783.552734, 232.388641, 10397.813477>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3783.883545, 232.452744, 10397.403320>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3784.572266, 232.564301, 10396.767578>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3785.036377, 232.646088, 10396.273438>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3785.860352, 232.781769, 10395.489258>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3786.381348, 232.871765, 10394.951172>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3787.374512, 233.041550, 10393.945313>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3787.935303, 233.147217, 10393.348633>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3788.280762, 233.212738, 10392.990234>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3788.509033, 233.254776, 10392.764648>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3789.806152, 233.496307, 10391.459961>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3790.406494, 233.609543, 10390.842773>)
22:47:6 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<3790.711426, 233.665207, 10390.545898>)
